,id,title,tags
735,10771,The Tuxedo,"cabbie-turned-chauffeurjimmytonglearnsthereisreallyonlyonerulewhenyouworkforplayboymillionaireclarkdevlin:nevertouchdevlin'sprizedtuxedo.butwhendevlinistemporarilyputoutofcommissioninanexplosiveaccident,jimmyputsonthetuxandsoondiscoversthatthisextraordinarysuitmaybemoreblackbeltthanblacktie.pairedwithapartnerasinexperiencedasheis,jimmybecomesanunwittingsecretagent.bombintelligencechauffeurwoundsecretagentheadinjurythrilleractioncomedysciencefictionjackiechanjenniferlovehewittjasonisaacsdebimazarritchiecosterkevindonovan"
736,3512,Under Siege 2: Dark Territory,"apassengertrainhasbeenhijackedbyanelectronicsexpertandturnedintoanuntraceablecommandcenterforaweaponssatellite.hehasplannedtoblowupwashingtondcandonlyonemancanstophim,formernavysealcaseyryback.terroristpentagonsatellitenavysealtrainactionthrillerstevenseagalericbogosianeverettmcgillkatherineheiglmorrischestnutgeoffmurphi"
737,137094,Jack Ryan: Shadow Recruit,"jackryan,asayoungcovertciaanalyst,uncoversarussianplottocrashtheu.s.economywithaterroristattack.londonenglandcorruptionciaterroristsniperexplosiveintelligencerussiamurderconspiracysurveillanceagentjackryanu.s.marinerehabanalystactiondramathrillerchrispinekeiraknightleykevincostnerkennethbranaghlennkudrjawizkikennethbranagh"
738,274479,Joy,astorybasedonthelifeofastrugglinglongislandsinglemomwhobecameoneofthecountry'smostsuccessfulentrepreneurs.factoryinventorstrongwomanbiographybasedontruestorystolenpatentdramacomedyjenniferlawrencebradleycooperrobertdenirodaschapolancoedgarramírezdavido.russel
739,267860,London Has Fallen,"inlondonfortheprimeminister'sfuneral,mikebanningdiscoversaplottoassassinatealltheattendingworldleaders.londonenglandterroristterroristattackactioncrimethrillergerardbutleraaroneckhartmorganfreemanangelabassettmelissaleobabaknajafi"
740,8078,Alien: Resurrection,"twohundredyearsafterlt.ripleydied,agroupofscientistscloneher,hopingtobreedtheultimateweapon.butthenewripleyisfullofsurprises…asarethenewaliens.ripleymustteamwithabandofsmugglerstokeepthecreaturesfromreachingearth.androidmercenarydystopiasequelalienbetrayalimpalementcloningscientistflamethrowerdisembowelmentsmugglergenemanipulationmaninwheelchairbreedinggeneticengineeringregenerationxenomorphalienqueenexplosivedecompressionswimmingunderwatersciencefictionhorroractionsigourneyweaverwinonaryderbraddourifronperlmanmichaelwincottjean-pierrejeunet"
741,7485,Shooter,"amarksmanlivinginexileiscoaxedbackintoactionafterlearningofaplottokillthepresident.ultimatelydouble-crossedandframedfortheattempt,hegoesontheruntotracktherealkillerandfindoutwhoexactlysethimup,andwhy.corruptionsnipersenatorconspiracyofmurderchildlessnessriflesniperriflefbiagentactiondramamysterythrillercrimemarkwahlbergmichaelpeñadannygloverkatemaraeliaskoteasantoinefuqua"
742,170687,The Boxtrolls,"anorphanedboyraisedbyundergroundcreaturescalledboxtrollscomesupfromthesewersandoutofhisboxtosavehisfamilyandthetownfromtheevilexterminator,archibaldsnatcher.basedonnovelstopmotionfatherdaughterrelationshipunlikelyfriendshipduringcreditsstingeranimationcomedyfamilyfantasybenkingsleyisaachempstead-wrightellefanningdeebradleybakertonicolletteanthonystacchigrahamann"
743,6435,Practical Magic,"sallyandgillianowens,bornintoamagicalfamily,havemostlyavoidedwitchcraftthemselves.butwhengillian'sviciousboyfriend,jimmyangelov,diesunexpectedly,theowenssistersgivethemselvesacrashcourseinhardmagic.withpolicemangaryhalletgrowingsuspicious,thegirlsstruggletoresurrectangelov--andunwittinglyinjecthiscorpsewithanevilspiritthatthreatenstoendtheirfamilyline.witchmagicsorcerylovecursefamilycursedramafantasycomedysandrabullocknicolekidmanevanrachelwoodgoranvisnjicstockardchanninggriffindunn"
744,137106,The Lego Movie,"anordinarylegomini-figure,mistakenlythoughttobetheextraordinarymasterbuilder,isrecruitedtojoinaquesttostopanevillegotyrantfromgluingtheuniversetogether.fathersonrelationshipcreativityfriendshippartliveactiontoysbasedontoyfallinginlovesuperpowersduringcreditsstingerdifferentworldslegobatmanadventureanimationcomedyfamilyfantasychrisprattwillferrellelizabethbankswillarnettnickoffermanphillordchristophermil"
745,10040,Miss Congeniality 2: Armed and Fabulous,"afterhertriumphatthemissunitedstatespageant,fbiagentgraciehartbecomesanovernightsensation--andthenew""faceofthefbi.""butit'stimetospringintoactionagainwhenthepageant'swinner,cheryl,andemcee,stan,areabducted.ransompressconferenceshipmissamericafbiagentactioncomedysandrabullockreginakingenriquemurcianowilliamshatnereileenbrennanjohnpasquin"
746,6278,Reign of Fire,"inpost-apocalypticengland,anamericanvolunteerandabritishsurvivorteamuptofightoffabroodoffire-breathingdragonsseekingtoreturntoglobaldominanceaftercenturiesofrestunderground.thebrit--leadingaclanofsurvivorstohuntdownthekingofthedragons--hasmuchatstake:hismotherwaskilledbyadragon,buthisloveisstillalive.dragonevolutionfirechiefanimatedmaptheatreaudiencedragonslayertunnelconstructionfirerepellentdrillingiodineadventureactionfantasychristianbalematthewmcconaugheyizabellascorupcogerardbutleralexandersiddigrobbowman"
747,82682,Gangster Squad,"losangeles,1949.ruthless,brooklyn-bornmobkingmickeycohenrunstheshowinthistown,reapingtheill-gottengainsfromthedrugs,theguns,theprostitutesand—ifhehashisway—everywirebetplacedwestofchicago.andhedoesitallwiththeprotectionofnotonlyhisownpaidgoons,butalsothepoliceandthepoliticianswhoareunderhiscontrol.it’senoughtointimidateeventhebravest,street-hardenedcop…except,perhaps,forthesmall,secretcrewoflapdoutsidersledbysgt.johno’maraandjerrywooterswhocometogethertotrytotearcohen’sworldapart.losangelesgangstercrimedramaactionthrillerjoshbrolinryangoslingnicknolteemmastoneseanpennrubenfleisch"
748,17610,Year One,"whenacoupleoflazyhunter-gatherersarebanishedfromtheirprimitivevillage,theysetoffonanepicjourneythroughtheancientworld.templeslaverystoneagecircumcisionhebrewscavemenprehistoricadventureduringcreditsstingerprehistorictimesprehistoricmancomedyadventurejackblackmichaelceraoliviawildeoliverplattdavidcrossharoldrami"
749,22954,Invictus,"newlyelectedpresidentnelsonmandelaknowshisnationremainsraciallyandeconomicallydividedinthewakeofapartheid.believinghecanbringhispeopletogetherthroughtheuniversallanguageofsport,mandelaralliessouthafrica'srugbyteamastheymaketheirhistoricruntothe1995rugbyworldcupchampionshipmatch.stadiumsouthafricaapartheidnelsonmandelasportnationrugbypresidentracismpovertycelebrationduringcreditsstingerdramahistorymorganfreemanmattdamontonykgorogepatrickmofokengmattsternclinteastwood"
750,16995,State of Play,"handsome,unflappableu.s.congressmanstephencollinsisthefutureofhispoliticalparty:anhonorableappointeewhoservesasthechairmanofacommitteeoverseeingdefensespending.alleyesareupontherisingstartobehisparty'scontenderfortheupcomingpresidentialrace.untilhisresearchassistant/mistressisbrutallymurderedandburiedsecretscometumblingout.corruptionassassinationdetectivejournalistassassinnewspapercongresseditor-in-chiefconspiracyofmurderpoliticselectioncampaigngovernmentmurderthrillerblogreporteractionrussellcrowebenaffleckrachelmcadamsrobinwrightjasonbatemankevinmacdonald"
751,16558,Duplicity,tworomantically-engagedcorporatespiesteamuptomanipulateacorporateracetocornerthemarketonamedicalinnovationthatwillreaphugeprofitsandenablethemtoleadanextravagantlifestyletogether.spyromancecomedycrimecliveowenjuliarobertspaulgiamattitomwilkinsonlisarobertsgillantonygilroy
752,9849,My Favorite Martian,"newsproducer,timo'haragetshimselffiredforunwillinglycompromisinghisbosses'daughterduringalivetransmission.alittlelater,hewitnessesthecrashingofasmallmartianspacecraft,realizinghisone-timechanceofdeliveringastorythatwillrocktheearth.sincetimtooktheoriginalbutscaled-downspaceshipwithhim,themartianfollowshimtoretrieveit.alienmartianbasedontvseriesfishoutofwatercomedydramafamilysciencefictionjeffdanielselizabethhurleydarylhannahchristopherlloydwallaceshawndonaldpetri"
753,5820,The Sentinel,asecretserviceagentisframedasthemoleinanassassinationattemptonthepresident.hemustclearhisnameandfoilanotherassassinationattemptwhileontherunfromarelentlessfbiagent.usapresidentagentactionthrillercrimemichaeldouglaskiefersutherlandevalongoriamartindonovankimbasingerclarkjohnson
754,16866,Planet 51,"whenearthastronautcapt.chuckbakerarrivesonplanet51--aworldreminiscentofamericansuburbiacirca1950--hetriestoavoidcapture,recoverhisspaceshipandmakeithomesafely,allwiththehelpofanempatheticlittlegreenbeing.flyingsauceralienlife-formspaceshipalienalienplanetplanetduringcreditsstingersciencefictionanimationfamilycomedyadventuredwaynejohnsonseannwilliamscottjessicabieljustinlonggaryoldmanjorgeblancojavierabadmarcosmartínez"
755,201,Star Trek: Nemesis,"enroutetothehoneymoonofwilliamrikertodeannatroionherhomeplanetofbetazed,captainjean-lucpicardandthecrewoftheu.s.s.enterprisereceiveswordfromstarfleetthatacouphasresultedintheinstallationofanewromulanpoliticalleader,shinzon,whoclaimstoseekpeacewiththehuman-backedunitedfederationofplanets.onceinenemyterritory,thecaptainandhiscrewmakeastartlingdiscovery:shinzonishuman,aslavefromtheromulansisterplanetofremus,andhasasecret,shockingrelationshiptopicardhimself.cloneassassinationambushfederationstarfleetenterprise-eromulusandroidsenateselfsacrificetelepathyweaponromulansspaceoperasciencefictionactionadventurethrillerpatrickstewartjonathanfrakesbrentspinerlevarburtonmichaeldornstuartbaird"
756,11775,Intolerable Cruelty,arevenge-seekinggolddiggermarriesawomanizingbeverlyhillslawyerwiththeintentionofmakingakillinginthedivorce.californiaassassininfidelityfetishhitmantycooncourtsatirelawyerinheritancedivorcecrimecomedyromancegeorgeclooneycatherinezeta-jonesedwardherrmanngeoffreyrushrichardjenkinsjoelcoen
757,87825,Trouble with the Curve,"slowedbyageandfailingeyesight,crackbaseballscoutguslobeltakeshisgrowndaughteralongashechecksoutthefinalprospectofhiscareer.alongtheway,thetworenewtheirbond,andshecatchestheeyeofayoungplayer-turned-scout.womenbaseballpitcherhomerunagingsporttalent-scoutcigarsmokingpooreyesightbostonredsoxdraftmotelroombaseballscoutfailingeyesightblurryvisionblurredsightdramaromanceclinteastwoodamyadamsjustintimberlakejohngoodmanmatthewlillardrobertlorenz"
758,12201,Edge of Darkness,"asaseasonedhomicidedetective,thomascravenhasseenthebleakestsideofhumanity.butnothingprepareshimforthetoughestinvestigationofhislife:thesearchforhisonlydaughteremma'skiller.now,heisonapersonalmissiontouncoverthedisturbingsecretssurroundinghermurder,includingcorporatecorruption,governmentcollusionandemma'sownmysteriouslife.murderviolencedeathofdaughterhomicidedetectivecrimedramamysterythrillermelgibsonraywinstonedannyhustonshawnrobertsdeniso'haremartincampbel"
759,11015,The Relic,"aresearcheratchicago'snaturalhistorymuseumreturnsfromsouthamericawithsomecratescontaininghisfindings.whenthecratesarriveatthemuseumwithouttheownerthereappearstobeverylittleinside.however,policediscovergruesomemurdersonthecargoshipthatbroughtthecratestotheusandthenanothermurderinthemuseumitself.chicagobasedonnovelmonstermuseumpileofdeadbodiesgoddeadbodyanthropologistindiantribeamazonjunglehorrormysterythrillerpenelopeannmillertomsizemorelindahuntjameswhitmoreclaytonrohnerpeterhyam"
760,9932,Analyze That,"themafia'spaulvittiisbackinprisonandwillneedsomeseriouscounselingwhenhegetsout.naturally,hereturnstohisanalystdr.bensobelforhelpandfindsthatsobelneedssomeserioushelphimselfashehasinheritedthefamilypractice,aswellasanexcessstockofstress.prisongoldtherapistgangstercomedycrimerobertdenirobillycrystallisakudrowjoeviterellicathymoriartyharoldrami"
761,13389,Righteous Kill,"twoveterannewyorkcitydetectivesworktoidentifythepossibleconnectionbetweenarecentmurderandacasetheybelievetheysolvedyearsago;isthereaserialkillerontheloose,anddidtheyperhapsputthewrongpersonbehindbars?revengemurderplottwistdirtycopactioncrimedramathrillerrobertdenirocarlagugino50centalpacinodonniewahlbergjonavnet"
762,8838,Mercury Rising,"renegadefbiagentartjeffriesprotectsanine-year-oldautisticboywhohascrackedthegovernment'snew""unbreakable""code.assassinlossoffamilyautismfbibangkoknationalsecurityagency(nsa)boychildinperilfbiagentautisticsavantactioncrimedramathrillerbrucewillisalecbaldwinmikohugheschimcbridekimdickensharoldbeck"
763,17332,The Soloist,"alosangelesjournalistbefriendsahomelessjuilliard-trainedmusician,whilelookingforanewarticleforthepaper.newspapercellomusicalviolinlosangelesdramarobertdowneyjr.jamiefoxxcatherinekeenernelsanellismichaelbuninjoewright"
764,4958,The Legend of Bagger Vance,"worldwarihasleftgolferrannulphjunuhapoker-playingalcoholic,hisperfectswinggone.now,however,heneedstogetitbacktoplayinatournamenttosavethefinanciallyravagedgolfcourseofalong-agosweetheart.helparrivesintheformofmysteriouscaddybaggervance.competitionworldwarigreatdepressioncaddysavannahfantasydramamattdamonbrucemcgillcharlizetheronwillsmithjoelgretschrobertredford"
765,786,Almost Famous,"almostfamousisanautobiographicalinspiredfilmabouta15-year-oldwhoishiredbyrollingstonemagazinetofollowandinterviewarockbandduringtheirtour.afilmaboutgrowingup,firstlove,disappointment,andthelifeofarockstar.hotelroomsandiegodrugaddictionstewardessoverdosegroupiemusicjournalistblacksabbathrockconcertswimmingpoolbasedontruestorypromiscuitycomingofageontheroaddomineeringmotherreconciliationsemiautobiographicalinnocencelostbustripaspiringwriterdramamusickatehudsonbillycrudupfrancesmcdormandjasonleepatrickfugitcameroncrow"
766,9513,Garfield: A Tail of Two Kitties,"garfieldisbackandthistimegarfieldandhiscaninesidekickodiefollowstheirowner,jonarbuckle,toengland,theu.k.mayneverrecover,asgarfieldismistakenforalook-alike,regalcatwhohasinheritedacastle.londonenglandcatmistakeinpersonluxurywretchnobilitygarfieldanimationcomedyfamilybillmurrayjenniferlovehewittbillyconnollyianabercrombiebreckinmeyertimhil"
767,11679,xXx: State of the Union,"icecubestarsasdariusstone,athrill-seekingtroublemakerwhosecriminalrecordandextremesportsobsessionmakehimtheperfectcandidatetobethenewestxxxagent.hemustsavetheu.s.governmentfromadeadlyconspiracyledbyfive-stargeneralandsecretaryofdefensegeorgedeckert(playedbywillemdafoe).washingtond.c.helicopterusapresidentgeneralcoupd'etatmilitaryprisoncoupagentinsurgentsecretaryofdefensepotusactionadventurecrimedramamysterythrillericecubesamuell.jacksonwillemdafoescottspeedmanpeterstraussleetamahori"
768,38321,Priest,"inanalternateworld,humanityandvampireshavewarredforcenturies.afterthelastvampirewar,theveteranwarriorpriestlivesinobscuritywithotherhumansinsideoneofthechurch'swalledcities.whenthepriest'snieceiskidnappedbyvampires,thepriestbreakshisvowstohuntthemdown.heisaccompaniedbytheniece'sboyfriend,whoisawastelandsheriff,andaformerwarriorpriestess.vampirecrucifixionpost-apocalypticdystopiavampirehunterdisobeyniecedarkheroactionsciencefictionfantasythrillerhorrorpaulbettanykarlurbancamgigandetmaggieqlilycollinsscottstewart"
769,14411,Sinbad: Legend of the Seven Seas,"thesailoroflegendisframedbythegoddesserisforthetheftofthebookofpeace,andmusttraveltoherrealmattheendoftheworldtoretrieveitandsavethelifeofhischildhoodfriendprinceproteus.princewatermonsterfamilyanimationadventurebradpittcatherinezeta-jonesmichellepfeifferjosephfiennesdennishaysberttimjohnsonpatrickgilmor"
770,8413,Event Horizon,"intheyear2047agroupofastronautsaresenttoinvestigateandsalvagethelongloststarship""eventhorizon"".theshipdisappearedmysteriously7yearsbeforeonitsmaidenvoyageandwithitsreturncomesevenmoremysteryasthecrewofthe""lewisandclark""discovertherealtruthbehinditsdisappearanceandsomethingevenmoreterrifying.spacemarinenuditynightmarehallucinationcryogenicsspacetravelblackholeinsanitydelusioncrewalternatedimensionevilspirithellgatereligionexplosionviolenceburningmanrescueteamflashbacksupernaturalpowertrappedinspacedistresssignalderelictshiphorrorsciencefictionmysterylaurencefishburnesamneillkathleenquinlanjoelyrichardsonrichardt.jonespaulw.s.anderson"
771,10052,Dragonfly,agrievingdoctorisbeingcontactedbyhislatewifethroughhispatientsneardeathexperiences.pregnancyandbirthvoicedragonflycarcrashjunglehospitaldoctorhumanitarianspiritismdramakevincostnerjoemortonronrifkinsusannathompsonkathybatestomshadyac
772,9676,The Black Dahlia,"leeblanchardandbuckybleichertareformerboxers-turned-copsin1940slosangelesand,whenanaspiringyoungactressturnsupdead,blanchardandbleichertmustgrapplewithcorruption,narcissism,stagfilmsandfamilymadnessastheypursuethekiller.pornographyobserverlosangelesmurderhuntdramajoshhartnettscarlettjohanssonaaroneckharthilaryswankmiakirshnerbriandepalma"
773,9664,Flyboys,"theadventuresofthelafayetteescadrille,youngamericanswhovolunteeredforthefrenchmilitarybeforetheu.s.enteredworldwari,andbecamethecountry'sfirstfighterpilots.worldwaribiplaneactionadventuredramahistoryromancewarjamesfrancodavidellisonjeanrenophilipwinchesterabdulsalistonybil"
774,2100,The Last Castle,acourtmartialedgeneralralliestogether1200inmatestoriseagainstthesystemthatputhimaway.prisongeneralactiondramathrillerrobertredfordjamesgandolfinimarkruffalosteveburtondelroylindorodluri
775,10384,Supernova,"setinthe22ndcentury,whenabatteredsalvageshipsendsoutadistresssignal,theseasonedcrewoftherescuehospitalshipnova-17responds.whattheyfindisablackhole--thatthreatenstodestroybothships--andamysterioussurvivorwhosebodyquicklymutatesintoamonstrousanddeadlyform.blackpeoplestarshipsfuturestarsupernovablasthorrorsciencefictionthrillerjamesspaderangelabassettrobertforsterloudiamondphillipspeterfacinelliwalterhilljackshold"
776,137321,Winter's Tale,"aburglarfallsforanheiressasshediesinhisarms.whenhelearnsthathehasthegiftofreincarnation,hesetsouttosaveher.basedonnoveldramafantasymysteryromancecolinfarrelljessicabrownfindlayrussellcrowewilliamhurtjenniferconnellyakivagoldsman"
777,123553,The Mortal Instruments: City of Bones,"innewyorkcity,claryfray,aseeminglyordinaryteenager,learnsthatsheisdescendedfromalineofshadowhunters—half-angelwarriorswhoprotecthumanityfromevilforces.afterhermotherdisappears,claryjoinsforceswithagroupofshadowhuntersandentersdownworld,analternaterealmfilledwithdemons,vampires,andahostofothercreatures.claryandhercompanionsmustfindandprotectanancientcupthatholdsthekeytohermother'sfuture.angelvampirewerewolfwarlockdownworldershadowhunterdemonhunterbasedonyoungadultnovelactionadventuredramamysteryromancefantasylilycollinsjamiecampbellbowerkevinzegersjemimawestrobertsheehanharaldzwart"
778,11260,Meet Dave,"acrewofminiaturealiensoperateaspaceshipthathasahumanform.whiletryingtosavetheirplanet,thealiensencounteranewproblem,astheirshipbecomessmittenwithanearthwoman.newyorkcaptainstarshipsnewloveearthfriendshipcrewcarcrashspacealiensurvivalplanetduringcreditsstingercomedysciencefictionadventurefamilyeddiemurphyelizabethbanksgabrielleunionscottcaanedhelmsbrianrobbin"
779,9009,Dark Water,"dahliawilliamsandherdaughterceceliamoveintoarundownapartmentonnewyork'srooseveltisland.sheiscurrentlyinmidstofdivorceproceedingsandtheapartment,thoughnearanexcellentschoolforherdaughter,isallshecanafford.fromthetimeshearrives,therearemysteriousoccurrencesandthereisaconstantdripfromtheceilinginherdaughter'sbedroom.basedonnovelwaterremaketeacherdivorceapartmentghostmanhattan,newyorkcitydramahorrorthrillerjenniferconnellyjohnc.reillytimrothdougrayscottpetepostlethwaitewaltersal"
780,11374,Edtv,videostoreclerkedagreestohavehislifefilmedbyacameracrewforatvnetwork.tvshowtvstationsimulatedrealityrealitytvtvstartvratingscomedymatthewmcconaugheywoodyharrelsonsallykirklandjennaelfmanmartinlandauronhoward
781,2309,Inkheart,"theadventuresofafatherandhisyoungdaughter,intheirsearchforalonglostbookthatwillhelpreuniteamissing,closerelative.bookfairytaleeavesdroppingadventurewriter'sblockadventurefamilyfantasybrendanfrasersiennaguilloryandyserkiselizabennettpaulbettanyiainsoftley"
782,8285,The Spirit,"downthesemeanstreetsamanmustcome.aheroborn,murdered,andbornagain.whenarookiecopnameddennycoltreturnsfromthebeyondasthespirit,aherowhosemissionistofightagainstthebadforcesfromtheshadowsofcentralcity,theoctopuswhokillsanyoneunfortunateenoughtoseehisfacewhohasotherplans.he'sgoingtowipeouttheentirecity.secretidentityrobbermaskfrogbasedoncomicstripbackfromthedeadactioncomedythrillercrimesciencefictiongabrielmachtscarlettjohanssonsamuell.jacksonevamendespazvegafrankmil"
783,210860,Mortdecai,"artdealer,charlesmortdecai,searchesforastolenpaintingrumoredtocontainasecretcodethatgainsaccesstohiddennazigold.basedonnovelpaintingdebtartdealerstolenpaintingcomedyadventurejohnnydeppgwynethpaltrowewanmcgregorpaulbettanyoliviamunndavidkoepp"
784,2312,In the Name of the King: A Dungeon Siege Tale,"amannamedfarmersetsouttorescuehiskidnappedwifeandavengethedeathofhisson--twoactscommittedbythekrugs,araceofanimal-warriorswhoarecontrolledbytheevilgallian.fictionalplacemonsterlossoffamilynewloveheroloveofone'slifemagicfairytalevillainkingdomenchantmentbadpowersonheirtothethronemotherlylovewizardryrevengeroyaltyfamilybasedonvideogamemedievaladventurefantasyactiondramajasonstathamjohnrhys-daviesrayliottaleeleesobieskiburtreynoldsuwebol"
785,9839,Beyond Borders,"beyondbordersisanepictaleoftheturbulentromancebetweentwostar-crossedloverssetagainstthebackdropoftheworld'smostdangeroushotspots.academyawardwinnerangelinajoliestarsassarahjordan,anamericanlivinginlondonin1984.sheismarriedtohenrybaufordsonofawealthybritishindustrialist,whensheencountersnickcallahanarenegadedoctor,whoseimpassionedpleaforhelptosupporthisreliefeffortsinwar-tornafricamovesherdeeply.asaresult,sarahembarksuponajourneyofdiscoverythatleadstodanger,heartbreakandromanceinthefarcornersoftheworld.londonenglandcialandmineloveofone'slifecambodiaethiopiachechnyaforeignaiddramaromanceadventurewarangelinajoliecliveowenteripololinusroachenoahemmerichmartincampbel"
786,381902,The Monkey King 2,"takingplace500yearsafterthehavocinheaven,thetangpriestisappointedbybuddhatogotothewesttofetchthesacredscriptures,onlytoaccidentallyfreethemonkeyking.withladywhite(gongli)aimingtobreakuptheteamassembledtodefeather,themonkeykingmustfightinordertosavehisworld!monkeykingactionadventurefantasyaaronkwokgongliwilliamfengxiaoshenyanghimlawsoicheang"
787,13922,The Great Raid,"asworldwariirages,theelitesixthrangerbattalionisgivenamissionofheroicproportions:push30milesbehindenemylinesandliberateover500americanprisonersofwar.basedonnovelworldwariiprisonersofwarnarrationarchivefootagerescuemissionsoldier1940sinspiredbytrueeventsfictionalizedhistoryactionhistorywarbenjaminbrattjamesfrancoconnienielsenmartoncsokasjosephfiennesjohndahl"
788,293660,Deadpool,"deadpooltellstheoriginstoryofformerspecialforcesoperativeturnedmercenarywadewilson,whoafterbeingsubjectedtoarogueexperimentthatleaveshimwithacceleratedhealingpowers,adoptsthealteregodeadpool.armedwithhisnewabilitiesandadark,twistedsenseofhumor,deadpoolhuntsdownthemanwhonearlydestroyedhislife.antiheromercenarymarvelcomicsuperherobasedoncomicbookbreakingthefourthwallaftercreditsstingerduringcreditsstingerselfhealingactionadventurecomedyryanreynoldsmorenabaccarinedskreint.j.millerginacaranotimmil"
789,9713,Holy Man,"eddiemurphystarsasanover-the-toptelevisionevangelistwhofindsawaytoturntelevisionhomeshoppingintoareligiousexperience,andtakesamericabystorm.salesclerktelevisiontvratingsgurutelevisionproducerdramacomedyeddiemurphyjeffgoldblumkellyprestonrobertloggiajoncryerstephenherek"
790,190859,American Sniper,"u.s.navysealchriskyletakeshissolemission—protecthiscomrades—toheartandbecomesoneofthemostlethalsnipersinamericanhistory.hispinpointaccuracynotonlysavescountlesslivesbutalsomakeshimaprimetargetofinsurgents.despitegravedangerandhisstruggletobeagoodhusbandandfathertohisfamilybackinthestates,kyleservesfourtoursofdutyiniraq.however,whenhefinallyreturnshome,hefindsthathecannotleavethewarbehind.sniperbiographyiraqnavysealu.s.soldierwaractionbradleycoopersiennamillerkylegallnercolekonisbenreedclinteastwood"
791,257445,Goosebumps,"ateenagerteamsupwiththedaughterofyoungadulthorrorauthorr.l.stineafterthewriter'simaginarydemonsaresetfreeonthetownofmadison,delaware.basedonnovelmagicfantasywerewolffamilyventriloquistdummybookcomestolife3dadventurehorrorcomedyjackblackdylanminnetteodeyarushamyryanjillianbellrobletterman"
792,9007,Just Like Heaven,"shortlyafterdavidabbottmovesintohisnewsanfranciscodigs,hehasanunwelcomevisitoronhishands:winsomeelizabethmartinson,whoassertsthattheapartmentishers--andpromptlyvanishes.whenshestartsappearinganddisappearingatwill,davidthinksshe'saghost,whileelizabethisconvincedshe'salive.comabasedonnovelworkaholicflirtarchitectromanticcomedyghostlandscapearchitectcomedyfantasyromancereesewitherspoonmarkruffalodonalloguedinaspybey-watersbenshenkmanmarkwat"
793,889,The Flintstones in Viva Rock Vegas,"theflintstonesareatitagain.theflintstonesandtherubblesheadforrockvegaswithfredhopingtocourtthelovelywilma.nothingwillstandinthewayoflove,exceptfortheconnivingchiprockefellerwhoistheplayboyborninbaysvillebutwhohasmadeitinthecutthroattownofrockvegas.willfredwinwilma'slove?waitressmarriageproposalflirtstoneagebestfrienddinosaursciencefictioncomedyfamilyromancemarkaddystephenbaldwinkristenjohnstonjanekrakowskijoancollinsbrianlev"
794,1370,Rambo III,"combathastakenitstollonrambo,buthe'sfinallybeguntofindinnerpeaceinamonastery.whenrambo'sfriendandmentorcol.trautmanasksforhishelponatopsecretmissiontoafghanistan,rambodeclinesbutmustreconsiderwhentrautmaniscaptured.competitionsubmachinegunsovietunionliberationrussiansoviettroopsthailandfreedomfighterafghanistanwaronfreedommachinegunmujahidrealityshowwesternjapanesefoodsoapoperaactionadventurethrillerwarsylvesterstallonerichardcrennakurtwoodsmithspirosfocássassongabaipetermacdonald"
795,4942,Leatherheads,"alightheartedcomedyaboutthebeginningsofprofessionalamericanfootball.whenadecoratedwarheroandcollegeallstaristemptedintoplayingprofessionalfootball.everyoneseethechancetomakesomebigmoney,butwhenareporterdigsupsomedirtonthewarhero...everyonecouldloseout.americanfootballsportsteamstadiumherosuccesssponsorshippolicegamescoachwomanreporterthebiggamecomedyromancedramageorgeclooneyrenéezellwegerjohnkrasinskiwayneduvallstephenrootgeorgeclooney"
796,347969,The Ridiculous 6,"whenhislong-lostoutlawfatherreturns,tommy""whiteknife""stockburngoesonanadventure-filledjourneyacrosstheoldwestwithhisfivebrothers.wildwestcomedywesternadamsandlertaylorlautnerstevebuscemiterrycrewsdannytrejofrankcoraci"
797,24438,Did You Hear About the Morgans?,"innewyorkcity,anestrangedcouplewhowitnessamurderarerelocatedtosmall-townwyomingaspartofawitness-protectionprogram.witnessprotectioncomedyduringcreditsstingercomedyhughgrantsarahjessicaparkermarysteenburgensamelliottnataliaklimasmarclawr"
798,116741,The Internship,tworecentlylaid-offmenintheir40strytomakeitasinternsatasuccessfulinternetcompanywheretheirmanagersareintheir20s.jobinterviewlossofjobinternreferencetogooglenewjoblaidofftransamericapyramidcomedyowenwilsonvincevaughnrosebyrnemaxminghellaaasifmandvishawnlevi
799,35791,Resident Evil: Afterlife,"inaworldravagedbyavirusinfection,turningitsvictimsintotheundead,alicecontinuesonherjourneytofindsurvivorsandleadthemtosafety.herdeadlybattlewiththeumbrellacorporationreachesnewheights,butalicegetssomeunexpectedhelpfromanoldfriend.anewleadthatpromisesasafehavenfromtheundeadtakesthemtolosangeles,butwhentheyarrivethecityisoverrunbythousandsofundead-andaliceandhercomradesareabouttostepintoadeadlytrap.post-apocalypticdystopiaundeadbiohazardevilcorporationresidentevilzombiebasedonvideogameduringcreditsstinger3dactionadventurehorrorsciencefictionmillajovovichwentworthmilleralilarterkimcoateskaceyclarkepaulw.s.anderson"
800,72431,Red Tails,"thestoryofthetuskegeeairmen,thefirstafrican-americanpilotstoflyinacombatsquadronduringworldwarii.worldwariifighterpilotfighterplanedramaactionadventurehistorywarbryancranstondavidoyelowocubagoodingjr.danielaruahterrencehowardanthonyhemingway"
